"ID","Year","Title"
1091,1989,"Weekend at Bernie's"
1092,1992,"Basic Instinct"
1093,1991,"Doors, The"
1094,1992,"Crying Game, The"
1095,1992,"Glengarry Glen Ross"
1096,1982,"Sophie's Choice"
1097,1982,"E.T. the Extra-Terrestrial"
1099,1938,"Christmas Carol, A"
1100,1990,"Days of Thunder"
1101,1986,"Top Gun"
1103,1955,"Rebel Without a Cause"
1104,1951,"Streetcar Named Desire, A"
1105,1996,"Children of the Corn IV: The Gathering"
1111,1996,"Microcosmos"
1112,1996,"Palookaville"
1113,1996,"Associate, The"
1114,1996,"Funeral, The"
1120,1996,"People vs. Larry Flynt, The"
1123,1996,"Perfect Candidate, A"
1124,1981,"On Golden Pond"
1125,1975,"Return of the Pink Panther, The"
1126,1991,"Drop Dead Fred"
1127,1989,"Abyss, The"
1128,1980,"Fog, The"
1129,1981,"Escape from New York"
1130,1980,"Howling, The"
1131,1986,"Jean de Florette"
1132,1986,"Manon of the Spring"
1133,1994,"Talking About Sex"
1135,1980,"Private Benjamin"
1136,1975,"Monty Python and the Holy Grail"
1137,1996,"Hustler White"
1145,1996,"Snowriders"
1147,1996,"When We Were Kings"
1148,1993,"Wallace & Gromit: The Wrong Trousers"
1150,1982,"Return of Martin Guerre, The"
1151,1994,"Lesson Faust"
1152,1948,"He Walked by Night"
1153,1948,"Raw Deal"
1154,1947,"T-Men"
1161,1979,"Tin Drum, The"
1162,1972,"Ruling Class, The"
1163,1994,"Mina Tannenbaum"
1164,1967,"2 ou 3 choses que je sais d'elle"
1165,1996,"Bloody Child, The"
1167,1996,"Dear God"
1168,1996,"Bad Moon"
1169,1990,"American Dream"
1171,1992,"Bob Roberts"
1172,1989,"Cinema Paradiso"
1173,1989,"Cook the Thief His Wife & Her Lover, The"
1174,1994,"Dead Tired"
1175,1991,"Delicatessen"
1176,1991,"Double Life of Veronique, The"
1177,1992,"Enchanted April"
1178,1957,"Paths of Glory"
1179,1990,"Grifters, The"
1180,1991,"Hear My Song"
1181,1997,"Shooter, The"
1183,1996,"English Patient, The"
1184,1991,"Mediterraneo"
1185,1989,"My Left Foot"
1186,1989,"Sex, Lies, and Videotape"
1187,1992,"Passion Fish"
1188,1992,"Strictly Ballroom"
1189,1988,"Thin Blue Line, The"
1190,1990,"Tie Me Up! Tie Me Down!"
1191,1991,"Madonna: Truth or Dare"
1192,1990,"Paris Is Burning"
1193,1975,"One Flew Over the Cuckoo's Nest"
1194,1978,"Cheech and Chong's Up in Smoke"
1196,1980,"Star Wars: Episode V - The Empire Strikes Back"
1197,1987,"Princess Bride, The"
1198,1981,"Raiders of the Lost Ark"
1199,1985,"Brazil"
1200,1986,"Aliens"
1201,1966,"Good, the Bad and the Ugly, The"
1202,1987,"Withnail & I"
1203,1957,"12 Angry Men"
1204,1962,"Lawrence of Arabia"
1206,1971,"Clockwork Orange, A"
1207,1962,"To Kill a Mockingbird"
1208,1979,"Apocalypse Now"
1209,1968,"Once Upon a Time in the West"
1210,1983,"Star Wars: Episode VI - Return of the Jedi"
1211,1987,"Wings of Desire"
1212,1949,"Third Man, The"
1213,1990,"Goodfellas"
1214,1979,"Alien"
1215,1993,"Army of Darkness"
1216,1988,"Big Blue, The"
1217,1985,"Ran"
1218,1989,"Killer, The"
1219,1960,"Psycho"
1220,1980,"Blues Brothers, The"
1221,1974,"Godfather: Part II, The"
1222,1987,"Full Metal Jacket"
1223,1989,"Grand Day Out with Wallace and Gromit, A"
1224,1989,"Henry V"
1225,1984,"Amadeus"
1226,1952,"Quiet Man, The"
1227,1984,"Once Upon a Time in America"
1228,1980,"Raging Bull"
1230,1977,"Annie Hall"
1231,1983,"Right Stuff, The"
1232,1979,"Stalker"
1233,1981,"Boot, Das"
1234,1973,"Sting, The"
1235,1971,"Harold and Maude"
1236,1990,"Trust"
1237,1957,"Seventh Seal, The"
1238,1983,"Local Hero"
1240,1984,"Terminator, The"
1241,1992,"Dead Alive"
1242,1989,"Glory"
1243,1990,"Rosencrantz and Guildenstern Are Dead"
1244,1979,"Manhattan"
1245,1990,"Miller's Crossing"
1246,1989,"Dead Poets Society"
1247,1967,"Graduate, The"
1248,1958,"Touch of Evil"
1249,1990,"Femme Nikita, La"
1250,1957,"Bridge on the River Kwai, The"
1251,1963,"8 1/2"
1252,1974,"Chinatown"
1253,1951,"Day the Earth Stood Still, The"
1254,1948,"Treasure of the Sierra Madre, The"
1255,1987,"Bad Taste"
1256,1933,"Duck Soup"
1257,1985,"Better Off Dead..."
1258,1980,"Shining, The"
1259,1986,"Stand by Me"
1260,1931,"M"
1261,1987,"Evil Dead II"
1262,1963,"Great Escape, The"
1263,1978,"Deer Hunter, The"
1264,1981,"Diva"
1265,1993,"Groundhog Day"
1266,1992,"Unforgiven"
1267,1962,"Manchurian Candidate, The"
1268,1990,"Pump Up the Volume"
1269,1944,"Arsenic and Old Lace"
1270,1985,"Back to the Future"
1271,1991,"Fried Green Tomatoes"
1272,1970,"Patton"
1273,1986,"Down by Law"
1274,1988,"Akira"
1275,1986,"Highlander"
1276,1967,"Cool Hand Luke"
1277,1990,"Cyrano de Bergerac"
1278,1974,"Young Frankenstein"
1279,1991,"Night on Earth"
1280,1991,"Raise the Red Lantern"
1281,1940,"Great Dictator, The"
1282,1940,"Fantasia"
1283,1952,"High Noon"
1284,1946,"Big Sleep, The"
1285,1989,"Heathers"
1286,1980,"Somewhere in Time"
1287,1959,"Ben-Hur"
1288,1984,"This Is Spinal Tap"
1289,1983,"Koyaanisqatsi"
1290,1987,"Some Kind of Wonderful"
1291,1989,"Indiana Jones and the Last Crusade"
1292,1979,"Being There"
1293,1982,"Gandhi"
1295,1988,"Unbearable Lightness of Being, The"
1296,1986,"Room with a View, A"
1297,1985,"Real Genius"
1298,1982,"Pink Floyd: The Wall"
1299,1984,"Killing Fields, The"
1300,1985,"My Life as a Dog"
1301,1956,"Forbidden Planet"
1302,1989,"Field of Dreams"
1303,1975,"Man Who Would Be King, The"
1304,1969,"Butch Cassidy and the Sundance Kid"
1305,1984,"Paris, Texas"
1306,1991,"Until the End of the World"
1307,1989,"When Harry Met Sally..."
1310,1996,"Hype!"
1311,1996,"Santa with Muscles"
1312,1996,"Female Perversions"
1317,1996,"I'm Not Rappaport"
1320,1992,"Alien³"
1321,1981,"American Werewolf in London, An"
1322,1992,"Amityville 1992: It's About Time"
1323,1983,"Amityville 3-D"
1324,1996,"Amityville: Dollhouse"
1325,1993,"Amityville: A New Generation"
1326,1982,"Amityville II: The Possession"
1327,1979,"Amityville Horror, The"
1328,1990,"Amityville Curse, The"
1329,1974,"Blood for Dracula"
1330,1986,"April Fool's Day"
1331,1977,"Audrey Rose"
1332,1987,"Believers, The"
1333,1963,"Birds, The"
1334,1958,"Blob, The"
1335,1981,"Blood Beach"
1336,1991,"Body Parts"
1337,1945,"Body Snatcher, The"
1339,1992,"Dracula"
1340,1935,"Bride of Frankenstein, The"
1341,1976,"Burnt Offerings"
1342,1992,"Candyman"
1343,1991,"Cape Fear"
1344,1962,"Cape Fear"
1345,1976,"Carrie"
1346,1982,"Cat People"
1347,1984,"Nightmare on Elm Street, A"
1348,1922,"Nosferatu"
1349,1986,"Vampire in Venice"
1350,1976,"Omen, The"
1351,1996,"Blood and Wine"
1352,1996,"Albino Alligator"
1353,1996,"Mirror Has Two Faces, The"
1354,1996,"Breaking the Waves"
1355,1997,"Nightwatch"
1356,1996,"Star Trek: First Contact"
1357,1996,"Shine"
1358,1996,"Sling Blade"
1359,1996,"Jingle All the Way"
1361,1996,"Paradise Lost: The Child Murders at Robin Hood Hills"
1363,1996,"Preacher's Wife, The"
1365,1996,"Ridicule"
1366,1996,"Crucible, The"
1367,1996,"101 Dalmatians"
1369,1994,"I Can't Sleep"
1370,1990,"Die Hard 2"
1371,1979,"Star Trek: The Motion Picture"
1372,1991,"Star Trek VI: The Undiscovered Country"
1373,1989,"Star Trek V: The Final Frontier"
1374,1982,"Star Trek II: The Wrath of Khan"
1375,1984,"Star Trek III: The Search for Spock"
1376,1986,"Star Trek IV: The Voyage Home"
1377,1992,"Batman Returns"
1378,1988,"Young Guns"
1379,1990,"Young Guns II"
1380,1978,"Grease"
1381,1982,"Grease 2"
1382,1990,"Marked for Death"
1384,1996,"Substance of Fire, The"
1385,1992,"Under Siege"
1387,1975,"Jaws"
1388,1978,"Jaws 2"
1389,1983,"Jaws 3-D"
1390,1996,"My Fellow Americans"
1391,1996,"Mars Attacks!"
1392,1996,"Citizen Ruth"
1393,1996,"Jerry Maguire"
1394,1987,"Raising Arizona"
1395,1987,"Tin Men"
1396,1992,"Sneakers"
1397,1996,"Bastard Out of Carolina"
1398,1996,"In Love and War"
1399,1996,"Marvin's Room"
1401,1996,"Ghosts of Mississippi"
1404,1996,"Night Falls on Manhattan"
1405,1996,"Beavis and Butt-Head Do America"
1406,1995,"La Cérémonie"
1407,1996,"Scream"
1408,1992,"Last of the Mohicans, The"
1409,1996,"Michael"
1410,1996,"Evening Star, The"
1411,1996,"Hamlet"
1413,1996,"Whole Wide World, The"
1414,1996,"Mother"
1415,1996,"Thieves"
1416,1996,"Evita"
1417,1996,"Portrait of a Lady, The"
1419,1971,"Walkabout"
1420,1996,"Message to Love: The Isle of Wight Festival"
1422,1997,"Murder at 1600"
1423,1996,"Hearts and Minds"
1425,1997,"Fierce Creatures"
1427,1997,"Turbulence"
1428,1995,"Angel Baby"
1429,1996,"First Strike"
1430,1996,"Underworld"
1431,1997,"Beverly Hills Ninja"
1432,1997,"Metro"
1433,1994,"The Machine"
1437,1993,"Cement Garden, The"
1438,1997,"Dante's Peak"
1440,1993,"Amos & Andrew"
1441,1993,"Benny & Joon"
1442,1997,"Prefontaine"
1444,1994,"Guantanamera"
1445,1997,"McHale's Navy"
1446,1996,"Kolya"
1447,1997,"Gridlock'd"
1449,1996,"Waiting for Guffman"
1450,1996,"Prisoner of the Mountains"
1453,1997,"Beautician and the Beast, The"
1454,1997,"SubUrbia"
1455,1996,"Hotel de Love"
1456,1997,"Pest, The"
1457,1997,"Fools Rush In"
1458,1997,"Touch"
1459,1997,"Absolute Power"
1460,1997,"That Darn Cat"
1461,1997,"Vegas Vacation"
1463,1997,"That Old Feeling"
1464,1997,"Lost Highway"
1465,1997,"Rosewood"
1466,1997,"Donnie Brasco"
1468,1997,"Booty Call"
1472,1997,"City of Industry"
1473,1997,"Best Men"
1474,1997,"Jungle2Jungle"
1475,1996,"Kama Sutra: A Tale of Love"
1476,1997,"Private Parts"
1479,1997,"Saint, The"
1480,1997,"Smilla's Sense of Snow"
1482,1996,"Van, The"
1483,1996,"Crash"
1484,1996,"Daytrippers, The"
1485,1997,"Liar Liar"
1487,1997,"Selena"
1488,1997,"Devil's Own, The"
1489,1997,"Cats Don't Dance"
1490,1997,"B*A*P*S"
1493,1996,"Love and Other Catastrophes"
1495,1997,"Turbo: A Power Rangers Movie"
1497,1997,"Double Team"
1498,1997,"Inventing the Abbotts"
1499,1997,"Anaconda"
1500,1997,"Grosse Pointe Blank"
1501,1997,"Keys to Tulsa"
1502,1996,"Kissed"
1503,1997,"8 Heads in a Duffel Bag"
1504,1996,"Hollow Reed"
1507,1997,"Paradise Road"
1508,1997,"Traveller"
1513,1997,"Romy and Michele's High School Reunion"
1515,1997,"Volcano"
1516,1996,"Children of the Revolution"
1517,1997,"Austin Powers: International Man of Mystery"
1518,1997,"Breakdown"
1523,1997,"Truth or Consequences, N.M."
1525,1997,"Warriors of Virtue"
1526,1997,"Fathers' Day"
1527,1997,"Fifth Element, The"
1529,1997,"Nowhere"
1531,1996,"Losing Chase"
1532,1997,"Sprung"
1535,1997,"Love! Valour! Compassion!"
1537,1996,"Shall We Dance?"
1539,1997,"Twin Town"
1541,1997,"Addicted to Love"
1542,1996,"Brassed Off"
1543,1997,"Designated Mourner, The"
1544,1997,"Lost World: Jurassic Park, The"
1545,1996,"Ponette"
1546,1996,"Schizopolis"
1549,1995,"Rough Magic"
1550,1997,"Trial and Error"
1552,1997,"Con Air"
1554,1996,"Pillow Book, The"
1555,1995,"To Have, or Not (En avoir"
1556,1997,"Speed 2: Cruise Control"
1562,1997,"Batman & Robin"
1563,1997,"Dream With the Fishes"
1564,1997,"For Roseanna"
1566,1997,"Hercules"
1569,1997,"My Best Friend's Wedding"
1570,1992,"Tetsuo II: Body Hammer"
1571,1996,"When the Cat's Away"
1572,1963,"Contempt"
1573,1997,"Face/Off"
1575,1996,"Gabbeh"
1580,1997,"Men in Black"
1581,1997,"Out to Sea"
1582,1997,"Wild America"
1583,1997,"Simple Wish, A"
1584,1997,"Contact"
1586,1997,"G.I. Jane"
1587,1982,"Conan the Barbarian"
1588,1997,"George of the Jungle"
1589,1997,"Cop Land"
1590,1997,"Event Horizon"
1591,1997,"Spawn"
1592,1997,"Air Bud"
1593,1997,"Picture Perfect"
1594,1997,"In the Company of Men"
1595,1997,"Free Willy 3: The Rescue"
1596,1997,"Career Girls"
1597,1997,"Conspiracy Theory"
1598,1998,"Desperate Measures"
1599,1997,"Steel"
1600,1997,"She's So Lovely"
1601,1997,"Hoodlum"
1602,1997,"Leave It to Beaver"
1603,1997,"Mimic"
1604,1997,"Money Talks"
1605,1997,"Excess Baggage"
1606,1997,"Kull the Conqueror"
1608,1997,"Air Force One"
1609,1997,"187"
1610,1990,"Hunt for Red October, The"
1611,1991,"My Own Private Idaho"
1612,1997,"Kiss Me, Guido"
1613,1997,"Star Maps"
1614,1997,"In & Out"
1615,1997,"Edge, The"
1616,1997,"Peacemaker, The"
1617,1997,"L.A. Confidential"
1619,1997,"Seven Years in Tibet"
1620,1997,"Kiss the Girls"
1621,1997,"Soul Food"
1623,1997,"Wishmaster"
1624,1997,"Thousand Acres, A"
1625,1997,"Game, The"
1626,1997,"Fire Down Below"
1627,1997,"U Turn"
1629,1997,"MatchMaker, The"
1631,1997,"Assignment, The"
1632,1997,"Smile Like Yours, A"
1633,1997,"Ulee's Gold"
1635,1997,"Ice Storm, The"
1636,1997,"Stag"
1639,1997,"Chasing Amy"
1640,1997,"How to Be a Player"
1641,1997,"Full Monty, The"
1642,1996,"Indian Summer"
1643,1997,"Mrs. Brown"
1644,1997,"I Know What You Did Last Summer"
1645,1997,"The Devil's Advocate"
1646,1997,"RocketMan"
1647,1997,"Playing God"
1648,1997,"House of Yes, The"
1649,1997,"Fast, Cheap & Out of Control"
1652,1997,"Year of the Horse"
1653,1997,"Gattaca"
1654,1997,"FairyTale: A True Story"
1655,1998,"Phantoms"
1657,1997,"Wonderland"
1658,1997,"Life Less Ordinary, A"
1660,1997,"Eve's Bayou"
1661,1997,"Switchback"
1663,1981,"Stripes"
1665,1997,"Bean"
1667,1997,"Mad City"
1668,1997,"One Night Stand"
1669,1997,"Tango Lesson, The"
1670,1997,"Welcome to Sarajevo"
1671,1997,"Deceiver"
1672,1997,"Rainmaker, The"
1673,1997,"Boogie Nights"
1674,1985,"Witness"
1676,1997,"Starship Troopers"
1678,1993,"Joy Luck Club, The"
1680,1998,"Sliding Doors"
1681,1997,"Mortal Kombat: Annihilation"
1682,1998,"Truman Show, The"
1683,1997,"Wings of the Dove, The"
1684,1997,"Mrs. Dalloway"
1686,1997,"Red Corner"
1687,1997,"Jackal, The"
1688,1997,"Anastasia"
1689,1997,"Man Who Knew Too Little, The"
1690,1997,"Alien: Resurrection"
1692,1995,"Alien Escape"
1693,1997,"Amistad"
1694,1997,"Apostle, The"
1696,1997,"Bent"
1699,1997,"Butcher Boy, The"
1701,1997,"Deconstructing Harry"
1702,1997,"Flubber"
1703,1997,"For Richer or Poorer"
1704,1997,"Good Will Hunting"
1707,1997,"Home Alone 3"
1711,1997,"Midnight in the Garden of Good and Evil"
1713,1997,"Mouse Hunt"
1715,1997,"Office Killer"
1717,1997,"Scream 2"
1719,1997,"Sweet Hereafter, The"
1721,1997,"Titanic"
1722,1997,"Tomorrow Never Dies"
1726,1997,"Postman, The"
1727,1998,"Horse Whisperer, The"
1728,1997,"Winter Guest, The"
1729,1997,"Jackie Brown"
1730,1997,"Kundun"
1731,1997,"Mr. Magoo"
1732,1998,"Big Lebowski, The"
1733,1997,"Afterglow"
1734,1997,"My Life in Pink"
1735,1998,"Great Expectations"
1739,1998,"3 Ninjas: High Noon On Mega Mountain"
1744,1998,"Firestorm"
1746,1998,"Senseless"
1747,1997,"Wag the Dog"
1748,1998,"Dark City"
1750,1997,"Star Kid"
1752,1998,"Hard Rain"
1753,1998,"Half Baked"
1754,1998,"Fallen"
1755,1997,"Shooting Fish"
1756,1998,"Prophecy II, The"
1757,1995,"Fallen Angels"
1759,1997,"Four Days in September"
1760,1997,"Spice World"
1762,1998,"Deep Rising"
1767,1998,"Music From Another Room"
1769,1998,"Replacement Killers, The"
1771,1997,"Night Flier"
1772,1998,"Blues Brothers 2000"
1777,1998,"Wedding Singer, The"
1779,1998,"Sphere"
1783,1998,"Palmetto"
1784,1997,"As Good as It Gets"
1785,1990,"King of New York"
1788,1997,"Men with Guns"
1791,1998,"Twilight"
1792,1998,"U.S. Marshals"
1794,1997,"Love and Death on Long Island"
1795,1995,"Callejón de los milagros, El"
1796,1998,"In God's Hands"
1797,1998,"Everest"
1798,1998,"Hush"
1799,1997,"Suicide Kings"
1801,1998,"Man in the Iron Mask, The"
1804,1998,"Newton Boys, The"
1805,1998,"Wild Things"
1806,1998,"Paulie"
1807,1998,"Cool, Dry Place, A"
1809,1997,"Fireworks"
1810,1998,"Primary Colors"
1812,1998,"Wide Awake"
1816,1997,"Two Girls and a Guy"
1819,1997,"Storefront Hitchcock"
1821,1998,"Object of My Affection, The"
1822,1998,"Meet the Deedles"
1824,1998,"Homegrown"
1826,1998,"Barney's Great Adventure"
1827,1997,"Big One, The"
1831,1998,"Lost in Space"
1833,1998,"Mercury Rising"
1834,1997,"Spanish Prisoner, The"
1835,1998,"City of Angels"
1836,1998,"Last Days of Disco, The"
1837,1998,"Odd Couple II, The"
1839,1998,"My Giant"
1840,1998,"He Got Game"
1841,1998,"Gingerbread Man, The"
1844,1997,"Live Flesh"
1845,1998,"Zero Effect"
1846,1997,"Nil By Mouth"
1848,1997,"Borrowers, The"
1852,1998,"Love Walked In"
1854,1998,"Kissing a Fool"
1855,1998,"Krippendorf's Tribe"
1856,1998,"Kurt & Courtney"
1858,1997,"Mr. Nice Guy"
1859,1997,"Taste of Cherry"
1860,1997,"Character"
1861,1997,"Junk Mail"
1862,1998,"Species II"
1863,1998,"Major League: Back to the Minors"
1864,1998,"Sour Grapes"
1865,1997,"Wild Man Blues"
1866,1998,"Big Hit, The"
1870,1998,"Dancer, Texas Pop. 81"
1873,1998,"Misérables, Les"
1874,1997,"Still Breathing"
1875,1997,"Clockwatchers"
1876,1998,"Deep Impact"
1878,1998,"Woo"
1880,1997,"Lawn Dogs"
1881,1998,"Quest for Camelot"
1882,1998,"Godzilla"
1883,1998,"Bulworth"
1884,1998,"Fear and Loathing in Las Vegas"
1885,1998,"Opposite of Sex, The"
1886,1998,"I Got the Hook Up"
1887,1998,"Almost Heroes"
1888,1998,"Hope Floats"
1889,1997,"Insomnia"
1891,1997,"Ugly, The"
1892,1998,"Perfect Murder, A"
1894,1998,"Six Days Seven Nights"
1895,1998,"Can't Hardly Wait"
1896,1998,"Cousin Bette"
1897,1998,"High Art"
1900,1997,"Children of Heaven, The"
1901,1997,"Dear Jesse"
1902,1996,"Dream for an Insomniac"
1903,1997,"Hav Plenty"
1904,1997,"Henry Fool"
1907,1998,"Mulan"
1909,1998,"X-Files: Fight the Future, The"
1910,1997,"I Went Down"
1911,1998,"Dr. Dolittle"
1912,1998,"Out of Sight"
1913,1975,"Picnic at Hanging Rock"
1914,1998,"Smoke Signals"
1916,1998,"Buffalo '66"
1917,1998,"Armageddon"
1918,1998,"Lethal Weapon 4"
1919,1998,"Madeline"
1920,1998,"Small Soldiers"
1921,1998,"Pi"
1922,1998,"Whatever"
1923,1998,"There's Something About Mary"
1924,1959,"Plan 9 from Outer Space"
1925,1927,"Wings"
1926,1929,"Broadway Melody, The"
1927,1930,"All Quiet on the Western Front"
1928,1931,"Cimarron"
1929,1932,"Grand Hotel"
1931,1935,"Mutiny on the Bounty"
1932,1936,"Great Ziegfeld, The"
1933,1937,"Life of Emile Zola, The"
1934,1938,"You Can't Take It with You"
1935,1941,"How Green Was My Valley"
1936,1942,"Mrs. Miniver"
1937,1944,"Going My Way"
1938,1945,"Lost Weekend, The"
1939,1946,"Best Years of Our Lives, The"
1940,1947,"Gentleman's Agreement"
1941,1948,"Hamlet"
1942,1949,"All the King's Men"
1943,1952,"Greatest Show on Earth, The"
1944,1953,"From Here to Eternity"
1945,1954,"On the Waterfront"
1946,1955,"Marty"
1947,1961,"West Side Story"
1948,1963,"Tom Jones"
1949,1966,"Man for All Seasons, A"
1950,1967,"In the Heat of the Night"
1951,1968,"Oliver!"
1952,1969,"Midnight Cowboy"
1953,1971,"French Connection, The"
1954,1976,"Rocky"
1955,1979,"Kramer vs. Kramer"
1956,1980,"Ordinary People"
1957,1981,"Chariots of Fire"
1958,1983,"Terms of Endearment"
1959,1985,"Out of Africa"
1960,1987,"Last Emperor, The"
1961,1988,"Rain Man"
1962,1989,"Driving Miss Daisy"
1963,1969,"Take the Money and Run"
1964,1971,"Klute"
1965,1984,"Repo Man"
1966,1990,"Metropolitan"
1967,1986,"Labyrinth"
1968,1985,"Breakfast Club, The"
1969,1985,"Nightmare on Elm Street 2: Freddy's Revenge, A"
1970,1987,"Nightmare on Elm Street 3: Dream Warriors, A"
1971,1988,"Nightmare on Elm Street 4: The Dream Master, A"
1972,1989,"Nightmare on Elm Street 5: The Dream Child, A"
1973,1991,"Freddy's Dead: The Final Nightmare"
1974,1980,"Friday the 13th"
1975,1981,"Friday the 13th Part 2"
1976,1982,"Friday the 13th Part 3: 3D"
1977,1984,"Friday the 13th Part IV: The Final Chapter"
1978,1985,"Friday the 13th Part V: A New Beginning"
1979,1986,"Friday the 13th Part VI: Jason Lives"
1980,1988,"Friday the 13th Part VII: The New Blood"
1981,1989,"Friday the 13th Part VIII: Jason Takes Manhattan"
1982,1978,"Halloween"
1983,1981,"Halloween II"
1984,1982,"Halloween III: Season of the Witch"
1985,1988,"Halloween 4: The Return of Michael Myers"
1986,1989,"Halloween 5: The Revenge of Michael Myers"
1987,1980,"Prom Night"
1988,1987,"Prom Night II"
1989,1989,"Prom Night III: The Last Kiss"
1990,1992,"Prom Night IV: Deliver Us From Evil"
1991,1988,"Child's Play"
1992,1990,"Child's Play 2"
1993,1991,"Child's Play 3"
1994,1982,"Poltergeist"
1995,1986,"Poltergeist II: The Other Side"
1996,1988,"Poltergeist III"
1997,1973,"Exorcist, The"
1998,1977,"Exorcist II: The Heretic"
1999,1990,"Exorcist III, The"
2000,1987,"Lethal Weapon"
2001,1989,"Lethal Weapon 2"
2002,1992,"Lethal Weapon 3"
2003,1984,"Gremlins"
2004,1990,"Gremlins 2: The New Batch"
2005,1985,"Goonies, The"
2006,1998,"Mask of Zorro, The"
2007,1998,"Polish Wedding"
2008,1997,"This World, Then the Fireworks"
2009,1973,"Soylent Green"
2010,1927,"Metropolis"
2011,1989,"Back to the Future Part II"
2012,1990,"Back to the Future Part III"
2013,1972,"Poseidon Adventure, The"
2014,1977,"Freaky Friday"
2015,1961,"Absent-Minded Professor, The"
2016,1979,"Apple Dumpling Gang Rides Again, The"
2017,1961,"Babes in Toyland"
2018,1942,"Bambi"
2019,1954,"Seven Samurai"
2020,1988,"Dangerous Liaisons"
2021,1984,"Dune"
2022,1988,"Last Temptation of Christ, The"
2023,1990,"Godfather: Part III, The"
2024,1991,"Rapture, The"
2025,1997,"Lolita"
2026,1998,"Disturbing Behavior"
2027,1998,"Jane Austen's Mafia!"
2028,1998,"Saving Private Ryan"
2029,1997,"Billy's Hollywood Screen Kiss"
2031,1971,"Million Dollar Duck, The"
